iter	Logloss
185	0.4376523346
186	0.4375373664
187	0.4374275533
188	0.4373236235
189	0.4371878086
190	0.4370870921
191	0.4369889531
192	0.4369034252
193	0.4367706614
194	0.436664502
195	0.4365445691
196	0.4364580378
197	0.4363658486
198	0.4362488568
199	0.4361667599
200	0.4360797928
201	0.4359709442
202	0.4358591562
203	0.4357438574
204	0.4356595767
205	0.4355521533
206	0.4354787227
207	0.435388507
208	0.4353292859
209	0.4352261736
210	0.4351440121
211	0.4350434353
212	0.434955986
213	0.434887855
214	0.434820667
215	0.4347457753
216	0.434672165
217	0.4346159438
218	0.4345341113
219	0.434474108
220	0.4344149056
221	0.4343492621
222	0.4342748927
223	0.4342250954
224	0.4341612134
225	0.4341174629
226	0.4340577539
227	0.4339895419
228	0.4339117262
229	0.4338448536
230	0.4337712304
231	0.4337259352
232	0.4336559905
233	0.43361301
234	0.4335574378
235	0.433508354
236	0.4334559299
237	0.4334124111
238	0.4333567427
239	0.4333170012
240	0.4332546156
241	0.4332086464
242	0.4331686452
243	0.4331305726
244	0.4330700762
245	0.433028565
246	0.4329862786
247	0.4329471906
248	0.4328917781
249	0.4328568715
250	0.4328030057
251	0.4327484864
252	0.4326912803
253	0.4326417587
254	0.4326131283
255	0.4325560162
256	0.4325124017
257	0.432473181
258	0.4324313754
259	0.4323827358
260	0.4323272108
261	0.4323001237
262	0.432256055
263	0.4322240725
264	0.4322005858
265	0.432173607
266	0.4321469225
267	0.432107118
268	0.432074117
269	0.432037508
270	0.4319975217
271	0.4319564125
272	0.4319271486
273	0.4318976384
274	0.4318752572
275	0.431844092
276	0.4318167768
277	0.4317962267
278	0.4317607338
279	0.4317266565
280	0.4316935758
281	0.4316588913
282	0.4316324658
283	0.4315946664
284	0.4315676171
285	0.431544035
286	0.4315145022
287	0.4314905327
288	0.4314713359
289	0.431443303
290	0.4314159163
291	0.4313813946
292	0.431359793
293	0.4313285357
294	0.431304004
295	0.4312815609
296	0.4312615893
297	0.4312296591
298	0.4312005637
299	0.4311771756
300	0.431145725
301	0.4311239578
302	0.4310862276
303	0.4310639918
304	0.4310438601
305	0.4310258351
306	0.4309968002
307	0.430984957
308	0.430963981
309	0.4309465454
310	0.4309288295
311	0.4308989877
312	0.4308814238
313	0.4308637035
314	0.4308467642
315	0.4308341369
316	0.4308044914
317	0.4307836616
318	0.430764358
319	0.4307454179
320	0.4307224574
321	0.4307062492
322	0.4306845343
323	0.4306569026
324	0.4306426046
325	0.4306166151
326	0.4305983086
327	0.4305816662
328	0.430561799
329	0.4305454537
330	0.4305261901
331	0.4305092145
332	0.4304919329
333	0.4304760788
334	0.4304652395
335	0.4304477701
336	0.4304220082
337	0.4304063558
338	0.4303852222
339	0.4303685261
340	0.4303495855
341	0.430322002
342	0.4303013504
343	0.4302839895
344	0.4302661813
345	0.4302539641
346	0.4302313953
347	0.4302199814
348	0.4302108432
349	0.4301959673
350	0.4301778492
351	0.4301672824
352	0.4301508116
353	0.4301307053
354	0.4301181419
355	0.4301061569
356	0.4300903407
357	0.4300787003
358	0.4300643452
359	0.4300489035
360	0.4300304047
361	0.4300120836
362	0.4299997085
363	0.4299837261
364	0.4299720728
365	0.4299634281
366	0.4299498183
367	0.4299381164
368	0.4299225688
369	0.4299059123
370	0.429894375
371	0.4298725323
372	0.4298553093
373	0.4298388749
374	0.4298193468
375	0.4298032999
376	0.429781268
377	0.4297614535
378	0.4297481693
379	0.4297392981
380	0.429719125
381	0.4297097381
382	0.4296978679
383	0.4296863402
384	0.4296714453
385	0.429655372
386	0.4296438833
387	0.4296216044
388	0.4296051615
389	0.4295905662
390	0.4295795634
391	0.4295589347
392	0.4295510501
393	0.4295364701
394	0.4295250935
395	0.4295118682
396	0.4295052413
397	0.4294909027
398	0.4294765408
399	0.429466845
400	0.4294550673
401	0.4294389369
402	0.4294332522
403	0.4294165272
404	0.4293961001
405	0.4293853503
406	0.4293780413
407	0.4293644677
408	0.4293548822
409	0.4293450039
410	0.4293339941
411	0.42931997
412	0.4293125912
413	0.4292992703
414	0.4292843623
415	0.429275497
416	0.429262469
417	0.4292543154
418	0.4292424599
419	0.4292309488
420	0.4292179609
421	0.4292082545
422	0.4291967065
423	0.4291823005
424	0.429168949
425	0.4291591153
426	0.4291499658
427	0.4291392083
428	0.4291268866
429	0.4291185336
430	0.4291079944
431	0.4290940231
432	0.4290821853
433	0.4290710228
434	0.429058947
435	0.4290415644
436	0.429028928
437	0.4290199616
438	0.4290126298
439	0.4290036821
440	0.4289929079
441	0.4289802773
442	0.4289661139
443	0.4289581003
444	0.4289517381
445	0.4289456055
446	0.4289333528
447	0.4289253695
448	0.4289107878
449	0.4289048936
450	0.4288920792
451	0.4288831999
452	0.428877383
453	0.4288657877
454	0.4288527452
455	0.4288416069
456	0.4288328438
457	0.4288184594
458	0.4288129394
459	0.4288030717
460	0.4287925603
461	0.4287829609
462	0.428772818
463	0.4287629859
464	0.4287531679
465	0.4287403819
466	0.428732426
467	0.4287223555
468	0.4287151728
469	0.4287063571
470	0.4286911963
471	0.4286844741
472	0.4286728508
473	0.4286648193
474	0.4286563197
475	0.4286481228
476	0.4286418903
477	0.4286283819
478	0.428613709
479	0.4286084019
480	0.4285971595
481	0.4285894705
482	0.4285777555
483	0.4285640916
484	0.4285585073
485	0.428541307
486	0.4285293639
487	0.4285236485
488	0.4285151176
489	0.4285075428
490	0.4284977515
491	0.428490099
492	0.4284801862
493	0.4284702514
494	0.4284593053
495	0.4284486758
496	0.4284417142
497	0.4284332333
498	0.4284269414
499	0.4284180973
500	0.4284135034
501	0.4284043777
502	0.4283887696
503	0.4283826936
504	0.4283746066
505	0.4283656191
506	0.4283506488
507	0.4283455949
508	0.4283389371
509	0.4283345158
510	0.4283261149
511	0.4283177005
512	0.4283074976
513	0.4283018879
514	0.4282944542
515	0.4282854298
516	0.4282746891
517	0.4282675784
518	0.4282619888
519	0.4282504294
520	0.4282451816
521	0.4282350018
522	0.4282276171
523	0.4282218448
524	0.4282072544
525	0.4282021113
526	0.4281923228
527	0.4281869762
528	0.4281782389
529	0.4281712515
530	0.4281626694
531	0.4281538201
532	0.4281439066
533	0.4281382996
534	0.4281262472
535	0.4281154521
536	0.4281060339
537	0.4281034926
538	0.4280980866
539	0.4280874518
540	0.4280789751
541	0.4280733634
542	0.4280651273
543	0.4280578486
544	0.4280506453
545	0.428040358
546	0.4280313747
547	0.4280202486
548	0.4280116291
549	0.4280072148
550	0.4279976905
551	0.4279937399
552	0.4279841463
553	0.4279731002
554	0.427959533
555	0.427948851
556	0.4279427785
557	0.4279333936
558	0.4279252117
559	0.4279198588
560	0.4279119681
561	0.4279048121
562	0.4278986285
563	0.4278931694
564	0.4278837263
565	0.4278759498
566	0.427863507
567	0.4278519964
568	0.4278466506
569	0.4278384086
570	0.4278302831
571	0.4278184817
572	0.427812781
573	0.4278052252
574	0.4277970902
575	0.4277879744
576	0.427779865
577	0.4277735075
578	0.4277676783
579	0.4277587341
580	0.4277524484
581	0.4277433085
582	0.4277388475
583	0.42773398
584	0.4277276585
585	0.4277224063
586	0.4277125538
587	0.4277061644
588	0.4276979007
589	0.4276899824
590	0.4276850394
591	0.4276769563
592	0.4276723984
593	0.4276689368
594	0.4276645374
595	0.42765512
596	0.4276485187
597	0.4276386768
598	0.4276293752
599	0.4276206209
600	0.4276132265
601	0.4276062217
602	0.4275982263
603	0.4275875199
604	0.4275818122
605	0.4275780838
606	0.4275657374
607	0.4275611822
608	0.4275528248
609	0.4275453118
610	0.4275365824
611	0.4275317876
612	0.4275257018
613	0.4275160666
614	0.4275114786
615	0.4275083064
616	0.4275016348
617	0.4274957941
618	0.4274911227
619	0.4274798242
620	0.4274744638
621	0.4274653781
622	0.4274588935
623	0.4274492321
624	0.4274435547
625	0.4274388421
626	0.4274333888
627	0.4274292206
628	0.4274271569
629	0.4274220409
630	0.4274125594
631	0.4274081749
632	0.4274020128
633	0.4273959456
634	0.4273830299
635	0.4273746029
636	0.427364656
637	0.4273571158
638	0.4273474519
639	0.4273375818
640	0.4273316386
641	0.4273249235
642	0.4273181979
643	0.4273114541
644	0.427302714
645	0.4272934385
646	0.4272873472
647	0.4272802605
648	0.4272748274
649	0.4272718736
650	0.4272610041
651	0.4272548291
652	0.427245916
653	0.4272381518
654	0.4272360017
655	0.4272329578
656	0.4272212104
657	0.4272158176
658	0.4272113599
659	0.4271990403
660	0.4271936152
661	0.4271843332
662	0.4271748027
663	0.4271679175
664	0.427162282
665	0.4271521803
666	0.4271423499
667	0.4271355151
668	0.4271223499
669	0.4271182915
670	0.4271141717
671	0.42711083
672	0.4271056578
673	0.4270992679
674	0.4270910177
675	0.4270860325
676	0.4270748841
677	0.4270639256
678	0.4270576466
679	0.4270527179
680	0.4270466406
681	0.4270407012
682	0.4270301127
683	0.427024028
684	0.4270183806
685	0.4270105782
686	0.4270018371
687	0.4269975539
688	0.4269947147
689	0.4269884463
690	0.4269799857
691	0.426975634
692	0.4269671053
693	0.4269615243
694	0.4269564836
695	0.4269522839
696	0.4269427963
697	0.4269380286
698	0.4269270855
699	0.4269244382
700	0.4269156722
701	0.4269032646
702	0.4268990685
703	0.4268866705
704	0.4268809676
705	0.4268730521
706	0.4268699465
707	0.4268603906
708	0.4268569702
709	0.4268509525
710	0.4268437918
711	0.4268327728
712	0.426825639
713	0.4268203605
714	0.4268123048
715	0.4268074607
716	0.4268032441
717	0.4267933044
718	0.4267911234
719	0.4267862159
720	0.4267759808
721	0.4267629054
722	0.4267569976
723	0.4267508846
724	0.4267480836
725	0.4267437686
726	0.4267403902
727	0.4267378462
728	0.4267320646
729	0.4267230135
730	0.426717834
731	0.4267100377
732	0.42670235
733	0.4266935441
734	0.4266840442
735	0.4266807596
736	0.4266752605
737	0.426668623
738	0.4266611421
739	0.4266559764
740	0.426649918
741	0.4266428817
742	0.4266380626
743	0.4266306347
744	0.4266259267
745	0.4266189305
746	0.4266121247
747	0.4266081545
748	0.4266034275
749	0.4265971976
750	0.4265910311
751	0.4265859623
752	0.4265827086
753	0.4265803619
754	0.4265715229
755	0.4265647698
756	0.4265608201
757	0.4265542657
758	0.4265467113
759	0.4265434115
760	0.426531989
761	0.4265244665
762	0.4265163585
763	0.4265101185
764	0.4265005455
765	0.4264937403
766	0.4264873246
767	0.4264811375
768	0.4264744272
769	0.4264678278
770	0.4264617305
771	0.4264566805
772	0.4264476467
773	0.4264427721
774	0.4264399945
775	0.4264346678
776	0.4264269667
777	0.426424839
778	0.4264198536
779	0.4264139691
780	0.4264031151
781	0.4263977375
782	0.426393841
783	0.4263860286
784	0.4263805062
785	0.4263715107
786	0.4263680574
787	0.4263649717
788	0.4263591327
789	0.4263514084
790	0.4263445549
791	0.4263363959
792	0.4263292345
793	0.426326108
794	0.4263158439
795	0.4263123408
796	0.4263088846
797	0.426304053
798	0.4262986093
799	0.4262910442
800	0.4262866632
801	0.4262807278
802	0.4262711394
803	0.4262664707
804	0.4262609127
805	0.4262572125
806	0.4262544116
807	0.4262506422
808	0.4262469954
809	0.4262390875
810	0.4262321338
811	0.426227225
812	0.4262213687
813	0.4262141533
814	0.4262091045
815	0.4262023394
816	0.4261969138
817	0.4261897657
818	0.4261843091
819	0.426177872
820	0.4261718817
821	0.4261671552
822	0.4261609728
823	0.4261571374
824	0.4261531948
825	0.4261427441
826	0.4261329812
827	0.4261281567
828	0.4261248953
829	0.4261178251
830	0.4261108852
831	0.4261072122
832	0.4261009268
833	0.4260944328
834	0.4260912332
835	0.4260864605
836	0.4260797074
837	0.4260741619
838	0.4260661561
839	0.4260621717
840	0.4260573951
841	0.42605056
842	0.4260459518
843	0.4260344098
844	0.4260241645
845	0.4260217513
846	0.4260179231
847	0.4260103187
848	0.4260062514
849	0.426003982
850	0.4260019449
851	0.4260000334
852	0.4259967356
853	0.4259907988
854	0.4259862115
855	0.4259819922
856	0.4259787508
857	0.4259736365
858	0.4259641487
859	0.4259612433
860	0.4259523234
861	0.4259466755
862	0.4259396125
863	0.4259338811
864	0.4259285948
865	0.4259241298
866	0.4259151938
867	0.4259078264
868	0.425904912
869	0.4258954754
870	0.425893545
871	0.4258918784
872	0.4258882885
873	0.425878732
874	0.4258721517
875	0.4258701634
876	0.425862897
877	0.4258586
878	0.4258550958
879	0.4258499703
880	0.4258455347
881	0.4258358496
882	0.4258261781
883	0.4258202676
884	0.4258127796
885	0.425806588
886	0.4257978607
887	0.4257952198
888	0.4257869584
889	0.4257798307
890	0.4257756068
891	0.4257690973
892	0.4257597003
893	0.4257540947
894	0.4257499891
895	0.4257468997
896	0.4257415722
897	0.4257349193
898	0.4257299381
899	0.4257253636
900	0.4257212213
901	0.4257098343
902	0.4257025196
903	0.425699208
904	0.4256946529
905	0.4256870066
906	0.4256826836
907	0.4256698922
908	0.4256622386
909	0.4256503966
910	0.4256454889
911	0.4256408736
912	0.4256322185
913	0.4256293341
914	0.4256268601
915	0.4256206609
916	0.4256151546
917	0.4256113791
918	0.4256067807
919	0.4256034576
920	0.4255984017
921	0.4255944762
922	0.4255906624
923	0.4255808457
924	0.4255720865
925	0.425562844
926	0.4255582858
927	0.4255560233
928	0.4255461444
929	0.4255412102
930	0.4255367141
931	0.4255316237
932	0.425523401
933	0.4255160024
934	0.4255097032
935	0.4255041437
936	0.4254949645
937	0.4254883332
938	0.4254829606
939	0.4254782284
940	0.4254704854
941	0.425464881
942	0.4254563494
943	0.4254455304
944	0.4254390398
945	0.4254334051
946	0.4254273915
947	0.4254239788
948	0.4254202021
949	0.4254164133
950	0.4254107079
951	0.4254062277
952	0.4253989298
953	0.4253893875
954	0.4253837709
955	0.4253753815
956	0.4253678851
957	0.4253613078
958	0.425354501
959	0.4253494899
960	0.4253421459
961	0.4253358152
962	0.4253339289
963	0.4253314599
964	0.425322941
965	0.425315661
966	0.425310403
967	0.4253073145
968	0.4253011907
969	0.4252956276
970	0.4252911012
971	0.4252831087
972	0.4252737898
973	0.4252639698
974	0.4252600145
975	0.4252493255
976	0.4252420084
977	0.4252387957
978	0.4252343114
979	0.4252275441
980	0.4252240366
981	0.4252184458
982	0.4252100376
983	0.425199578
984	0.4251948099
985	0.4251855517
986	0.425176353
987	0.4251683601
988	0.4251637295
989	0.4251520155
990	0.4251429758
991	0.4251336706
992	0.4251249583
993	0.4251210591
994	0.4251129573
995	0.4251022887
996	0.4250976413
997	0.4250907004
998	0.4250868137
999	0.4250813256
